a,b,sse,sae,2,4,8,16,32,64,128,250,500,1000
-15.297899564912143,87.59789341760114,2071515.1968533653,7826.540866723268,13,32,22,15,8,0,0,0,0,0
-16.187099925521025,53.69527750001723,2086356.5998785263,7959.935756665791,16,27,19,16,2,0,0,0,0,0
21.2225756258444,53.54051647081553,2093408.1324027232,7973.848891453659,15,22,24,18,8,0,0,0,0,0
21.853132987620924,-28.346912600615482,2207067.6290584654,8201.650326627392,12,22,26,24,7,0,0,0,0,0
-16.18559774951433,-66.03356236820777,2234961.4278414124,8149.541161119601,18,23,32,9,5,0,0,0,0,0
21.566657908232315,74.93154943252406,2264930.6649855706,8240.717272586453,19,23,18,15,5,0,0,0,0,0
22.437654207189198,5.304350049828102,2282267.6883092006,8377.510416969635,13,19,32,18,4,1,0,0,0,0
-16.493039719058643,82.98884286835988,2295070.4052272555,8267.082105454445,14,15,18,13,3,0,0,0,0,0
-16.799119587719318,-63.42723649189179,2352971.4248026144,8381.031447232725,19,23,18,13,5,0,0,0,0,0
-17.034596291753928,-56.052657388673225,2363892.3736640206,8425.483888756316,14,20,23,16,1,0,0,0,0,0
-16.700283756604634,92.47425234009711,2401742.1279112063,8431.381773702726,9,11,18,9,2,0,0,0,0,0
22.819460441589,38.612725329716,2405887.3664976847,8582.37264057335,16,18,28,10,10,0,0,0,0,0
22.596246576230115,-47.997677235455626,2451349.5294578816,8604.834468736546,21,28,26,13,4,0,0,0,0,0
22.357322932152385,-63.03669401228096,2476118.8895954248,8606.04461440414,17,21,20,8,1,0,0,0,0,0
-17.725193941892243,-52.34871074362428,2502305.854432368,8681.320103497406,15,29,18,13,4,0,0,0,0,0
-18.10112737446792,-40.206019418466624,2535363.544055986,8774.896830122054,14,23,24,17,3,0,0,0,0,0
-18.156197087634382,-44.10210561769785,2564747.6428894983,8817.176122369125,16,15,21,10,9,0,0,0,0,0
-17.72853624373505,-73.9971322734707,2631201.1975483675,8838.388687955257,18,30,13,8,0,1,0,0,0,0
22.591846369914293,-79.39194027660812,2637474.887110249,8832.266010455192,15,15,12,12,0,0,0,0,0,0
-19.02131692117848,7.244354598963156,2658705.4247268927,9040.708752296,20,22,18,16,7,0,0,0,0,0
23.985019723332314,-7.078479883504556,2660218.0743486914,9039.786763683076,17,24,27,15,3,0,0,0,0,0
-18.592983278920073,65.08225070550588,2682760.0089035654,9012.90633100044,15,25,19,15,3,0,0,0,0,0
-18.30013983004939,-65.35238597004314,2710046.3585677133,9006.923752450453,17,16,24,11,2,0,0,0,0,0
23.099572854070686,-73.94224781278072,2717781.4615224577,8986.3093719433,12,15,19,10,3,0,0,0,0,0
-19.292014850132077,-27.001820032773608,2779020.9433234446,9217.06766745353,15,21,17,11,3,0,0,0,0,0
24.90650281443523,1.4331185447438628,2884122.4199559796,9418.298063518052,10,21,23,12,5,0,0,0,0,0
24.79782789243481,55.09255367180168,2940994.0225199996,9461.763515827022,17,21,25,16,3,1,0,0,0,0
-19.52564854584047,72.19483645703002,2948378.6543324976,9434.592680263104,18,24,14,10,2,0,0,0,0,0
-20.203438456844708,18.385103840247538,2962272.0031016213,9544.829255715023,7,16,28,11,2,0,0,0,0,0
25.137382921482327,34.586187609510404,2968310.118616076,9539.184624008143,22,25,20,26,9,0,0,0,0,0
24.363702771741288,-65.62900432475013,2972192.4233812606,9442.793761143694,14,21,10,7,1,0,0,0,0,0
25.294412477702366,-3.318686525677421,2988641.03031529,9585.97192716067,12,15,14,20,1,0,0,0,0,0
25.40743641426471,9.132613663153208,3012069.412284084,9621.25590765433,17,24,27,8,0,0,0,0,0,0
-20.368768772111423,33.46267948498581,3026443.8889651853,9632.533385197532,19,21,27,11,5,0,0,0,0,0
25.25443507265763,-29.103833480791153,3031495.157994249,9625.665360813262,15,25,28,10,0,0,0,0,0,0
24.12737076676426,-83.91314065925594,3038792.694458765,9487.166572639006,16,24,19,6,0,0,0,0,0,0
-19.93454716872,78.73068275733988,3088350.217090094,9641.410024139139,13,19,14,10,0,0,0,0,0,0
-20.584575046976994,-22.040407100156727,3098336.035061887,9742.473590936856,15,25,22,12,0,0,0,0,0,0
25.797661914650575,-2.3956553648588397,3120887.5303659057,9796.4136595181,19,22,22,10,4,0,0,0,0,0
26.119327876024798,4.118589560243848,3203165.9619521657,9924.999118370171,18,13,18,9,2,0,0,0,0,0
-19.66061807688895,-89.0509247193903,3213047.120346922,9746.705553230093,14,25,17,10,1,0,0,0,0,0
-20.560393096192954,-58.2937673602042,3238093.624917118,9883.471578624902,13,19,18,12,1,0,0,0,0,0
-20.943886342256718,63.08981105567344,3274748.745258034,9976.218000972649,23,22,18,8,1,0,0,0,0,0
-21.356478083578907,-12.702893721544399,3286126.716641526,10041.423688824685,11,22,14,16,4,0,0,0,0,0
-21.112831556110876,-37.17198281160768,3287833.7047852757,10008.67953888917,13,21,22,12,2,0,0,0,0,0
-20.731922934323777,-73.36105337958467,3376122.7437848877,10055.151930861193,12,16,11,9,1,0,0,0,0,0
27.21857635980865,-15.221150604618188,3531239.2486487417,10406.023221724252,19,13,27,9,2,0,0,0,0,0
27.12725251370584,-26.07654849852456,3531763.925423131,10399.421196224614,14,25,20,10,3,0,0,0,0,0
-21.71871661256442,80.78141040489882,3578030.7912930776,10385.455729626165,22,16,22,6,0,0,0,0,0,0
-22.460244586767743,-9.428277223009644,3590022.9258892136,10501.731003665462,16,18,14,7,1,0,0,0,0,0
-21.353141276505582,-80.18068748923046,3591982.2777279266,10356.34645323889,7,16,18,2,0,0,0,0,0,0
-22.38473225884627,45.852928606982914,3610178.095895591,10512.376870018694,22,19,22,11,0,0,0,0,0,0
-22.551620859368683,-12.43654449875035,3621171.0251340545,10543.1173054336,13,23,26,13,2,0,0,0,0,0
-22.439797930528698,-37.586536508259115,3659225.3302188143,10564.595144485771,18,24,12,10,2,0,0,0,0,0
27.752929414461477,-11.538735583628494,3677753.3746619234,10626.769089657451,18,19,17,9,2,0,0,0,0,0
26.94049303038382,-70.14935404244605,3685567.825580494,10525.766634693722,18,21,20,5,0,0,0,0,0,0
-21.65119809767681,-85.42088152706404,3713556.7388377907,10514.634994541588,15,19,8,7,0,0,0,0,0,0
-21.553983063774808,-98.32450751723658,3793390.6875402895,10587.513793165053,16,8,25,4,0,0,0,0,0,0
26.87155561406611,-90.29786933729653,3813666.1713562286,10642.303069662114,11,16,6,5,0,0,0,0,0,0
28.296764925915824,-2.637246095206166,3825367.928254491,10846.278514979855,14,22,25,13,2,0,0,0,0,0
-23.080373830855223,50.42166361431336,3826346.638252648,10816.861252140423,16,23,22,6,0,0,0,0,0,0
28.25017107567004,-18.865754413758665,3837865.8328777766,10847.168772871351,24,19,14,7,2,0,0,0,0,0
26.706465428178745,-98.58483806305738,3837924.431960243,10650.849713839014,14,7,13,1,0,0,0,0,0,0
-23.12492393518923,-37.47049995862171,3857634.613190077,10850.629704784962,11,17,13,5,1,0,0,0,0,0
28.428985226765235,13.556552036619678,3859923.706692467,10894.730347278019,21,11,21,9,0,0,0,0,0,0
-23.554598094784126,28.368048133542487,3911933.5228240145,10962.299247942874,11,16,17,7,1,0,0,0,0,0
-23.62290535620393,29.8021036658553,3934753.3257842637,10992.42235327151,11,10,14,7,0,0,0,0,0,0
28.207257555736874,-51.24234542702033,3942148.890036812,10944.016355210168,13,11,20,10,0,0,0,0,0,0
28.624930946952418,-39.260566213608136,4013111.3497841833,11065.002834466935,20,17,10,8,0,0,0,0,0,0
-23.15444675406991,-69.22748165598466,4028685.757933257,11014.606647252418,13,20,12,4,0,0,0,0,0,0
-23.797989771895516,51.320448311600785,4043125.52124231,11119.521069587128,14,13,16,5,0,0,0,0,0,0
-22.907048902650857,99.85346677224507,4043702.538231266,11002.050219687271,11,15,8,3,0,0,0,0,0,0
28.69912181257797,-48.1850681986405,4073976.879746926,11132.361771400481,17,17,15,6,0,0,0,0,0,0
-24.38784616517289,14.82355882542285,4151159.4651806136,11298.718948198033,17,23,10,9,1,0,0,0,0,0
28.98189799651206,-49.531336877382955,4165872.5026594256,11256.162454942907,12,11,13,4,1,0,0,0,0,0
-24.371262683436342,-18.247745282071776,4175091.7366220723,11313.931037522605,16,17,16,7,2,0,0,0,0,0
28.900393883725627,-57.59998395266044,4182527.6483813007,11262.762987625712,14,19,14,3,0,0,0,0,0,0
29.127995485999293,-55.13403132784007,4238587.957226545,11344.660287842908,15,21,14,7,0,0,0,0,0,0
-24.39791587141744,-40.81958732881883,4254639.463562546,11392.787596238944,16,11,13,11,1,0,0,0,0,0
-24.64954277441393,52.96658018884179,4310196.109328436,11480.408620271548,16,12,12,8,1,0,0,0,0,0
-25.012744036879326,53.01025601859314,4424312.232706642,11632.357775471339,17,16,10,6,0,0,0,0,0,0
29.144639849080193,-87.50578450542565,4456885.443787797,11546.553549962699,9,9,8,2,0,0,0,0,0,0
-25.282500093555726,-23.340634078286683,4473400.948829964,11710.106941341155,16,20,19,4,0,0,0,0,0,0
29.59808487728222,88.9829388569768,4477205.70189024,11618.521833479721,11,15,9,5,2,0,0,0,0,0
30.222159128008087,50.80519633600272,4482948.584633137,11713.27810451539,10,14,14,7,1,0,0,0,0,0
-25.58935972017518,-9.91852959599629,4543603.964514214,11816.449612069573,13,23,16,5,0,0,0,0,0,0
29.937958917478937,86.23268429607671,4565871.112525359,11745.478413316663,17,12,9,5,0,0,0,0,0,0
-24.45848882227311,-92.78427153046225,4596364.641563245,11711.553340200666,12,18,8,1,0,0,0,0,0,0
30.75012620883379,32.22290200124215,4603031.111150049,11888.275909711434,16,19,14,6,1,0,0,0,0,0
30.031294746444843,90.10947978380759,4620489.029128463,11803.5034239472,14,21,13,3,1,0,0,0,0,0
